Date,month-day,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2025-08-07,7-Aug,0.700952381,3.326520681,8.254848618,2.5,5.196078431,3.446171718,3.42209974,3.38028169,2.242424242,8.944444444,8.46161707,10.04094828,1.530603033,2.005751634,4.468559838,6.5625,3.815616477,1.111111111,1.258741259,1.918495298,1.497354497,1.807909605,9.242424242,0.816326531,3.482993197,3.663327923,4.748201439,2.631578947,2.766283525,1.850412361,3.252399774,1.264193025,0.503144654,2.606682889,1.791348601,2.044036265,0.303030303,0.64516129,5.455087144,2.177639268,0.392156863,0,0.458015267,1.561904762,0.522875817,5.081140351,1.455749428,0.738499107,1.63360942,4.335510688,3.12030051,1.408250993,0,0,,0.8,1.06,0.39,1.08,1,3.7,2,0.17,1.06,1.42,2.14,0.16,2.38,1.53
2025-08-08,8-Aug,3.09650053,1.276595745,11.66236003,7.243164683,0.465116279,2.419895894,1.506529851,2.79802234,7.156739812,12.35403485,4.857142857,6.077922078,5.109791501,2.55655143,4.495739187,14.12957075,1.444829292,2.659351899,2.555056883,7.150595883,2.313523272,2.868414945,3.862126246,0.454545455,1.114636028,1.911984619,5.054470931,0.833333333,6.364139792,1.599453178,1.660958904,0.410958904,1.471704214,4.239099186,1.327580485,1.462000859,0.588235294,0.24691358,1.678321678,0.808996916,0.268456376,0,0.4,1.568892064,1.090909091,1.167372794,0.658378359,0.634196094,0.233669058,5.199570571,1.913999945,2.316793024,0,0,,0.58,0.91,0.96,0,1.3,1.82,0.71,0.39,0.75,1.61,2.05,1.67,2.98,0.99
2025-08-09,9-Aug,4.45196502,3.98163031,11.11761398,3.512311902,2.758985201,2.529876816,2.252525253,1.229470803,5.940319223,3.425469035,2.747574848,4.599141016,2.590618337,6.123330715,4.063628679,6.704805492,1.333333333,5.600258002,0.804586718,7.050552394,0.875912409,2.634920635,4.128872923,0.913194444,2.212638922,0.8,1.958041958,0.916030534,1.178046218,1.992090499,1.125599233,0,1.3701218,1.931034483,3.265306122,3.404255319,0.277777778,0,0.431654676,1.383378526,0.287769784,0.281690141,0.902255639,3.35917271,1.605780811,1.350022211,0.358235284,0.72774072,1.862301884,2.616039831,0.363906344,1.789154833,0,0,,1.28,0.38,3.62,0.36,0.7,1.64,0.73,0.8,1.5,0.37,0.97,2.01,4.4,2
2025-08-10,10-Aug,3.145071982,5.142857143,9.676442395,0.894670775,0,2.312814682,6.085704355,3.629281537,4.615384615,5.042233357,4.556962025,3.173297828,4.63003663,11.01594127,4.151497358,3.942633638,2.723123732,5.503481066,3.893022086,2.404761905,0,1.142546837,5.229437229,0.465116279,1.375456204,2.845288787,4.945054945,0.875912409,7.695278578,2.051282051,1.621621622,0.909090909,0.821917808,0.277777778,3.913451512,2.258140632,1.125199016,0,0,1.234782609,0.291970803,0,0.892205638,0,0.268456376,0,2.714021661,2.4092307,0.765142203,1.956245803,3.959121531,2.714702839,0,0,,0.47,0.38,3.02,0.77,1.54,2.12,3.96,0.5,1.7,1.23,1.16,2.72,3.07,1.43
2025-08-11,11-Aug,3.596638655,2.250489237,6.499225607,1.786693223,1.26984127,1.773420479,6.112330724,0.887252051,4.590459046,4.857954545,5.702310949,9.449296318,2.790697674,8.095203526,2.91005291,5.207100592,3.265438787,4.187311765,1.601858645,3.80952381,8.512315271,5.716048113,9.016266252,0.869565217,0.875912409,1.41783029,3.832833833,0.923076923,4.088443888,3.370926858,1.430369128,0,1.548387097,1.588850174,0.526680527,2.291666667,0.287769784,0.27972028,2.448293428,0,0.413793103,0,0.910397149,0.431654676,1.209770651,0,3.251063806,1.059818151,1.021865887,2.319999933,5.246880419,1.8738461,0,0,,0.42,0,0.59,1.24,0.47,1.27,2.76,0.18,2.34,0.72,0.39,0.36,6.19,1.32
2025-08-12,12-Aug,3.879598662,4.11423442,2.404939179,0.3125,3.431972563,1.821651631,5.002028398,1.467112598,6.909004514,3.940928496,9.610707174,7.016983017,1.550951169,13.6201373,3.077628147,3.835594157,3.969298246,6.749769282,0,1.918915421,1.921568627,4.618925831,4.121751639,1.104434314,4.145910333,1.774657231,0.671641791,0.88088308,5.76438765,1.759407915,0,0.588235294,4.030612245,1.067185979,1.10387659,2.56097561,0.465116279,0,0.571428571,2.222222222,0.869565217,0,2.769230769,2.498831594,2.308417508,0.264900662,4.665924108,0.781739108,2.029999942,2.388624982,3.980392042,2.034808882,0,0,,0.32,0.19,1.15,1.07,0.72,0.54,2.24,0.57,1.09,0.99,0.57,1.07,5.11,0.36
2025-08-13,13-Aug,0,1.850552688,2.699722329,2,2.719137686,0.916030534,5.857522775,2.13986014,0.869565217,7.141414141,10.14301175,4.819068256,3.665223665,10.93038584,4.197327763,2.307692308,4.04919935,4.27972028,1.973912612,0.863309353,3.063241107,2.269503546,4.018835301,0.294117647,3.022117831,3.940584962,1.678321678,0.27972028,4.090909091,0.823627697,0.579710145,0.586151369,1.63394708,2.988999537,1.653333333,4.842709829,0,0.869565217,0.599326599,1.558441558,1.759950249,0.281690141,3.270944742,4.05581575,0,0.30075188,2.533235221,0.801315766,1.316756719,1.651797466,4.250889166,3.353912947,0,0,,0.34,0.55,1.14,1.91,1.67,2.8,0.56,1.3,1.36,0.91,1.15,1.7,3.49,0.18
2025-08-14,14-Aug,1.543269231,4.376299376,4.463381934,0.928641251,4.226956819,0.454545455,2.186519246,3.685553741,7.2661942,7.44357186,6.068219369,4.413793103,5.424712135,5.836111599,11.79023108,2.53164557,0.976420978,2.937062937,1.361199455,0.873040482,3.543269231,9.517241379,6.084194413,0.571428571,1.44,0.353982301,2.579761928,0.600269784,3.218040952,2.698092031,3.381782946,0.529801325,1.21545903,3.192810889,2.84761726,1.271906052,0,0.283687943,1.522825151,0.805369128,0.45112782,0.27027027,1.931034483,2.41187384,2.917729592,1.586646016,2.295205247,2.499117575,0.667397241,2.679047542,3.020797162,2.768181739,0,0,,1.06,0.64,1.32,1.59,1.41,1.55,0.13,0.37,1.28,0.75,0.38,1.76,4.55,0.71
2025-08-15,15-Aug,3.58974359,4.807158837,4.018738498,1.330572809,2.995028998,2.173913043,0.640163882,2.901969354,9.881644282,5.848589807,2.553191489,8.318518519,3.614328358,4.134199134,9.492980309,4.824817659,1.095890411,4.505166475,4.900612843,0,4.003915317,14.12392241,9.51048951,1.195880282,2.5,0.909090909,1.185250219,2.018756437,3.411857484,0.745341615,3.9543379,1.627510895,0,5.453795634,3.953396968,1.568202349,0,0,0.606060606,1.686746988,0.875912409,0.296296296,1.818251388,2.237355154,0.416666667,0.534854698,1.789087419,3.52192761,0.487199986,3.363370056,2.822789467,2.128243082,0,0,,0.97,0.24,0.19,1.77,0.92,0.37,0.13,0,0.55,0.51,0,1.61,8.92,0.72
2025-08-16,16-Aug,1.951219512,4.901307015,9.155534121,2.769230769,1.935483871,0.592592593,5.574519231,0.923834133,2.039882314,4.995706312,8.961805556,7.350167068,0.31496063,8.937490764,14.444562,10.10416667,2.102747909,7.342062193,4.743640787,1.971830986,2.618398651,3.636363636,4.516319039,0,2.830188679,2.799495586,1.404510982,0.956190476,0.857914209,2.45112782,3.589563739,0.810810811,0,1.755184088,2.392295644,0.935672515,0.431654676,0.610687023,1.523007519,1.723613142,1.295099062,0,3.255813953,1.383702417,0.863309353,0.854063018,3.14816131,2.598679709,1.30997976,2.928701776,2.887609869,0.915789447,0,0,,1.04,1.07,0.39,1.65,0.88,3.07,0.5,0,0.19,0.74,1.42,1.24,5.17,0.7
2025-08-17,17-Aug,3.438217588,5.294052067,10.37665325,2.748091603,0.317460317,2.254521964,3.039337474,1.37975513,8.488682666,1.585316329,6.40625,6.143207573,0,6.106663527,12.92494694,2.672210672,0.27972028,6.251564456,4.335609756,0.891428571,3.725624694,4.633846154,2.778771616,1.212121212,0.615384615,1.832061069,2.083396983,3.008413011,0.281690141,2.553450198,2.023984932,0.923076923,0,2.869107908,2.294215932,0.731707317,0,0,1.245344933,1.045751634,0.805369128,0,3.503459503,1.667208169,2.269309638,2.735275989,1.667062513,1.741990797,1.593887422,6.896302727,2.044195745,1.908918086,0,0,,1.06,0.95,1.75,0.65,0,2.73,0.77,0,0.37,0.77,1.05,0.74,2.91,1.33
2025-08-18,18-Aug,3.179524153,2.387464387,3.468877072,2.706766917,1.59004318,0.567375887,10.58974359,0.916511194,2.500450802,0.303030303,12.92868988,3.232200203,2.350921064,3.160508691,4.011312217,7.790936874,0,4.829074013,0.902255639,2.216475096,3.536231884,2.8125,2.638273381,0.317460317,3.466666667,0.48,3.603078358,1.941274022,1.434452871,2.039309684,0.422535211,1.479500891,0.24691358,3.361668003,3.350370463,1.6,0.30075188,0.461538462,2.380050847,0,0.416666667,0.413793103,1.203075531,0.533333333,0.863309353,1.791044776,2.481521141,1.079905984,4.632883302,4.593830091,0.173999995,1.239090873,0,0,,1.33,0.38,0.57,1.12,0.88,2.37,0.98,0.13,0.74,0.19,0.77,1.27,5.16,1.65
2025-08-19,19-Aug,2.31884058,2.684489,3.88486932,2.354822835,3.145077519,0.31496063,9.439432654,2.255639098,3.678758741,1.572692308,21.76477833,4.421568627,4.962406015,8.357256778,3.529411765,2.876712329,3.368625546,3.714285714,3.555555556,1.471330909,2.659340659,8.260869565,5.700582391,0.925647653,1.666666667,1.384615385,3.134328358,2.97187413,1.677817808,1.773097826,1.19205298,0.906847271,0.559440559,9.68710122,1.621621622,3.782183547,0,1.313868613,2.408293461,0.437956204,1.655172414,0,3.657926968,0,0,1.285714286,2.679660984,2.425454476,1.86083328,1.084013236,2.221521286,1.887641676,0,0,,1.82,0,0.37,0.78,1.26,0.88,0.89,0,0,0.19,0.5,0.8,2.42,2.12
2025-08-20,20-Aug,3.473898305,6.417010473,2.613333333,0.458015267,1.552810078,0,2.285714286,3.651648807,4.298297123,0.64516129,3.19880597,5.027892311,1.388888889,5.624762834,3.535947712,9.001956947,0.357142857,0,2.307692308,0.610687023,5.406835044,5.038167939,4.050839552,0.902255639,0.933866279,0.601503759,0.909090909,2.426731164,1.183604716,2.38410596,0.375,0.303030303,0.294117647,3.503649635,1.818181818,0.563380282,0.3125,0,0,0,0.268456376,0.444444444,0.888888889,0.465116279,1.377568996,3.46,0.817449641,2.307699687,2.044195745,3.186639482,2.59269091,1.543675737,0,0,,0.17,0.36,1.1,2.14,1.49,5.66,2.96,0.26,1.44,0.77,0.76,0,3.99,0.18
2025-08-21,21-Aug,0.956919558,0.85106383,4.343934575,0.958747135,0,2.56,2.88,1.893513311,1.870769231,0.48,3.071814031,3.941605839,0.971055089,11.82046453,0.461538462,5.253968254,2.954248366,0,2.314847943,2.242894057,4.349206349,0,4.060150376,1.853365385,4.060150376,0.6325,1.425116279,3.38028169,3.428571429,0.592592593,2.647058824,0.891100055,0,3.148235294,1.70212766,4.749972764,0,0.902255639,2.362204724,0.296296296,1.19047619,0,2.301772388,2.003164557,0.296296296,3.739495798,0.790909068,0.645297995,1.021891443,3.844706927,1.91683479,0.46404717,0,0,,0.13,0.94,0.56,2.54,2.17,2.06,1.32,0,0.38,0.39,0.74,0,1.47,0.19
2025-08-22,22-Aug,1.832061069,2.770904708,4.696923546,0,0.909090909,0.973198022,1.240764542,0.918379331,5.751149719,5.981050818,0.943253468,3.68610687,2.987861811,7.25,3.165467626,6.49689441,1.92676814,2.307692308,0.434782609,0.907223554,4.077936122,5,3.237980769,1.804511278,1.226108054,0.620155039,2.276952223,3.428571429,0.303030303,1.714736013,0.437956204,0,1.15276273,2.607273865,5.560266505,3.203849519,0.465116279,0.3125,0.48,1.194862229,0.422535211,0,3.571428571,1.15942029,1.167883212,7.132867133,0.986616303,3.973621966,0.120296293,5.307967491,2.151883996,1.082666636,0,0,,0,0,0.19,1.89,0.12,1.45,2.43,0.73,0,0.77,0.94,1.68,2.61,0.39
2025-08-23,23-Aug,7.091733871,5.803602103,1.860465116,0.330578512,0.945116279,2.680736417,0.634920635,1.811451706,5.247822815,1.8509971,0.62992126,0.465116279,0.916030534,6.161570476,1.726132024,16.60265313,2.222222222,0.46875,,1.367371918,2.048309179,0.96,3.322751323,0.9375,3.538188808,0.32,0,1.798383476,1.493039964,0,2.301797323,0.441176471,0,3.655862522,5.891506849,4.0279965,0.547945205,0.92814734,1.825754946,1.904761905,0.454545455,0,2.255639098,3.349521687,0.317460317,6.0777581,1.239554656,1.418595239,0.238823523,6.251716792,4.088391491,1.148282795,0,0,,0,0,0.37,2.43,0,1.6,1.1,1.23,0.87,0.39,0.38,1.24,1.32,0.56
2025-08-24,24-Aug,3.681352262,0.860215054,1.904761905,0.31496063,1.92,1.548583761,0.923076923,0.31496063,2.255639098,6.035961923,0,7.419702034,1.951219512,4.535525297,0.31496063,1.655172414,3.002267574,0.461538462,,0.461538462,1.724867725,6.00058326,0.294117647,0.465116279,0.491803279,0,1.70212766,1.374045802,2.310740355,1.610738255,0.310077519,0.431654676,0.30075188,2.832792208,0.912877473,0.923076923,0,0.627537837,2.340230727,0,2.046290288,0.431654676,2.589928058,1.323529412,1.395348837,2.302011205,2.8026801,0.867306477,0.74953844,4.975197181,2.663628215,1.096297109,0,0,,0.73,0.19,0.39,1.07,0,0.26,1.47,0.26,0.13,0.97,0.75,0.73,1.58,0.19
2025-08-25,25-Aug,4.942396313,4.158069593,3.985314268,0,0,2.980981866,4.143463682,0,0.454545455,1.475409836,0.303030303,2.482758621,4.87804878,2.378823529,0.923076923,7.516838797,10.49879711,3.636363636,,0.46875,0.923076923,4.23,1.449275362,0,1.8,0.476190476,1.457817773,2.22037836,2.338327571,2.776104905,2.679579413,0.916030534,0,2.597650048,1.698066639,4.006633499,0.609078277,0.294117647,1.399267399,1.353383459,1.511007511,0,1.395348837,4.889079719,1.818181818,8.328605554,2.979686871,1.354952114,,5.867737057,2.241458269,0.541333318,0,0,,0,0,0.38,1.43,0.19,0.38,0.9,0.19,0.58,0,0,0.19,1.6,0.64
2025-08-26,26-Aug,3.255813953,4.281964754,6.040715462,0,0,2.834645669,2.107782764,0,3.255813953,0.650406504,1.515151515,0.592592593,,0,10.0729927,4.788987707,,0.461538462,0.444444444,2.358630952,3.30375,3.245421245,0,1.384615385,0.461538462,0.94488189,0.461538462,2.727588201,3.188811189,0.857142857,,1.832061069,0.444444444,4.457016164,1.578947368,2.286931818,0.305343511,1.21719457,0.305343511,2.255639098,0.882352941,,2.315010571,6.317854807,1.769063181,,5.154599402,0.667397241,,,1.461599958,0.741284687,0,0,,2.57,0,1.26,1.21,0.97,1.05,2.9,0.19,0.96,0.39,2.34,1.31,0.58,0.77
2025-08-27,27-Aug,2.840484048,3.263305322,6.413460349,0.296296296,0.978617342,4.133504493,3.331228835,0,0,4.761904762,1.543340381,0.899710145,,2.608695652,,3.503649635,,0.434782609,4.47761194,,0.923076923,8.4375,3.20610687,,4.580152672,0,,1.304347826,,1.414700408,,0,0.882352941,2.612469567,3.436738671,5.633844779,0,0.913752914,1.565153193,1.791044776,0,,1.384615385,5.053537579,3.456604597,,4.913031774,2.586235521,,,3.003287585,3.72166656,0,0,,1.63,0,1.9,0.56,1.34,0.38,0.19,0,0.26,0.77,1.77,0,2.54,0.73
2025-08-28,28-Aug,3.720930233,1.444184231,4.175480769,0.461538462,0,1.40625,1.522198732,0,0.937557224,2.850232558,0.923076923,0.588235294,,2.324192235,,,,3.779527559,1.804511278,,,,,,,,,1.825173621,,2.61513417,,0,1.70212766,3.389423077,1.655065137,3.428571429,0.96,0.601639808,0.32,0.882352941,2.158273381,,4.927722961,5.118628501,0,,0.857746454,2.875833251,,,3.343529316,1.588695606,0,0,,0.72,0.75,1.5,0.56,0.5,0.39,2.73,0.76,0.52,0,0.93,0.19,1.5,0
2025-08-29,29-Aug,4.453914857,1.896057348,1.845186737,3.115900926,1.841529085,4.21875,0.930232558,0,1.25984252,38.07692308,11.27470356,0.298507463,,1.436190476,,,,,,,,,,,,,,,,0.454545455,,0,1.323529412,2.838395201,0.327868852,0,0.895522388,0.30075188,0.634920635,0.437956204,1.777777778,,2.666666667,7.573385519,0,,2.158480951,1.353333294,,,4.721794736,0.929770966,0,0,,0.18,0.38,0.76,0.57,0.76,1.97,1.01,0,0.19,2.68,0.13,0,0.19,3.04
2025-08-30,30-Aug,2.951888489,0.317460317,1.92,0.661157025,0.62992126,1.94097689,0,0,0.62992126,,,0,,2.769230769,,,,,,,,,,,,,,,,0,,0,1.343283582,5.127353267,1.175809353,4.80740038,2.215320911,0.625152625,2.366071429,1.285714286,0.454545455,,2.01272149,6.384283746,0.888888889,,0.343098582,0,,,2.982857057,,0,0,,0.35,0.58,0.38,0,0.57,0.51,0.39,0.19,0.19,0.75,0.57,,1.51,1.39
2025-08-31,31-Aug,0.638297872,1.782265145,2.627737226,2.570322581,1.875,7.852815132,0,1.27383198,5.238037553,,,0.975609756,,,,,,,,,,,,,,,,,,,,0,1.777777778,2.727272727,4.956117708,5.611510791,1.832061069,0.472440945,2.766266812,2.657342657,0.94488189,,2.290076336,2.47771836,1.804613297,,1.395611524,1.070842109,,,1.227000168,,0,0,,0.19,0.19,0.19,2.99,0.63,1.66,0.57,0,0,0.58,0.38,0,0.76,3.98
2025-09-01,1-Sep,1.88976378,1.832061069,6.489780842,0.653159158,0,1.240310078,0,2.514880952,0.94488189,,,,,,,,,,,,,,,,,,,,,,,0,1.151079137,1.353383459,3.827919227,0,2.735639098,0,,0.613468093,3.011401744,,3.581176471,2.321652065,0.875912409,,,5.083793743,,,1.698300605,,0,0,,0,0,0.56,0.19,0.59,1.91,0.38,0,0.19,0.38,0.39,0.58,7.48,1.8
2025-09-02,2-Sep,9.556455741,,8.111766748,0.46875,0,1.550387597,0.447761194,0.46875,1.240310078,,,,,,,,,,,,,,,,,,,,,,,7.180232558,0,0.46875,2.126291619,4.081632653,0.307692308,0.930288462,,1.764705882,0.902255639,,1.892263467,2.069285135,0,,,1.33060556,,,0.190312495,,0,0,,0.19,0.19,0.38,0.77,0,1.92,3.38,0.19,0,0.39,0.91,0.19,2.91,4.3
2025-09-03,3-Sep,5.303025116,,14.20595745,1.395348837,0,0,0.948987247,2.34375,0,,,,,,,,,,,,,,,,,,,,,,,7.345188949,0.597014925,2.812671672,2.745168218,2.311592936,0.923520924,0,,1.850236278,0.923076923,,4.893190627,1.258741259,0.322580645,,,2.027969407,,,2.317597282,,0,0,,0,0,0.19,0.26,0.38,0.57,2.93,0,0.19,0.76,0.26,3.51,4.43,0.77
2025-09-04,4-Sep,1.475409836,,6.096345515,,1.348314607,7.177700348,1.875,5.714285714,,,,,,,,,,,,,,,,,,,,,,,,14.95959458,1.388471479,0.933866279,4.029850746,2.769230769,2.354822835,0.923076923,,1.739130435,0,,5.875,2.272727273,0,,,0.711240855,,,2.421488664,,0,0,,0.19,0.58,0.57,0.39,0.39,1.14,2.67,0,0,0.77,0,0.19,2.44,0
2025-09-05,5-Sep,2.307692308,,3.880597015,,1.886072835,8.410852713,,4.651162791,,,,,,,,,,,,,,,,,,,,,,,,2.999896022,1.802614833,1.703606557,1.421072366,,2.377322835,0,,0.9375,1.893687708,,8.011510791,3.363234068,0.610687023,,,0.184545449,,,1.381284722,,0,0,,0.57,0.19,1.15,1.52,0.19,0,0.39,0.19,0.58,0.39,0,0,0.19,1.14
2025-09-06,6-Sep,2.661818182,,0.672268908,,0.472440945,8.382133995,,,,,,,,,,,,,,,,,,,,,,,,,,4.438502674,2.024500322,0.952380952,5.127353267,,0,1.40625,,,0.930232558,,2.297177348,7.264249953,0.465116279,,,0.817841703,,,3.362902526,,0,0,,0,0.19,0.39,1.52,0.78,0.97,0.58,0.19,0.39,0,0.19,0.19,2.81,0.19
2025-09-07,7-Sep,0,,0.96,,1.409940945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.113122172,0.317460317,2.727272727,,0.63496063,1.26488189,,,1.363636364,,5.047658516,13.51020408,0,,,2.811473603,,,2.556261695,,0,0,,0,0.39,0.96,1.65,0,0.77,0.19,0.77,0.19,1.52,0.19,0,0.58,3.53
2025-09-08,8-Sep,2.43438914,,0,,1.212121212,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437956204,1.428571429,2.365954256,,0.620155039,1.25984252,,,1.868486352,,2.736377525,5.970209748,1.783267827,,,3.096577999,,,0.569462193,,0,0,,0,0.39,3.62,0.77,0.57,0.39,2.65,0,0,1.16,0,0.78,1.69,2.3
2025-09-09,9-Sep,0,,4.561403509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.318594791,,3.307086614,,3.20610687,1.264841895,,,0.476190476,,7.642533937,8.273563948,4.438301636,,,4.570058692,,,1.272537277,,0,0,,0,0,3.02,2.27,0.26,0.19,0.19,0,0,0.39,0,0.19,0.78,0.95
2025-09-10,10-Sep,0.983606557,,4.923368247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.167999038,,3.720930233,0.48,,,2.244705882,,7.256944444,13.61433306,1.791044776,,,1.461374481,,,0.56215383,,0,0,,1.83,0,0.59,1.53,0.77,0.78,0.76,0.58,0.97,0.78,0.39,1.17,1.36,0.19
2025-09-11,11-Sep,0.683760684,,1.846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930232558,,,1.402616279,,2.706766917,4.050203528,2.272727273,,,0.908955198,,,4.333169518,,0,0,,0.56,0,1.15,2.63,0.97,0.78,2.84,0.19,0,0.19,0.39,0,0.19,0
2025-09-12,12-Sep,0.590413943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94992126,,,1.908571429,,2.82480315,6.166007905,0.465116279,,,3.092454456,,,0.190312495,,0,0,,1.47,0.58,1.14,0.19,0.39,6.49,1.31,0.39,0.26,0,0.97,0.19,0,0.39
2025-09-13,13-Sep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.384615385,,,1.889880952,,2.779964222,1.832386364,4.47761194,,,2.811934792,,,3.146837119,,0,0,,1.27,1.03,1.32,1.17,0.19,3.55,,0,0.39,0,0.58,0,1.36,0
2025-09-14,14-Sep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2025,,,0.472440945,,10.05041636,4.47761194,0,,,0.546739969,,,0.504549404,,0,0,,0.56,0,0.19,1.73,0.19,2.89,4.83,0,0.19,0,0,0.19,0.58,0
2025-09-15,15-Sep,2.028985507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952380952,,,1.904761905,,10.48,0.9375,1.908571429,,,2.693398615,,,0.386666656,,0,0,,0.19,2.6,0.39,0.78,0,1.74,5.21,0.39,0,0,0.19,0.39,0.58,0.19
2025-09-16,16-Sep,3.908856002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.476190476,,,,,5.143920596,2.163461538,0,,,1.473716557,,,,,0,0,,0.57,0.77,1.75,1.02,0.19,1.36,2.8,0.19,0.19,0,0.78,0,1.75,0.19
2025-09-17,17-Sep,2.545301306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.417322835,,,,,1.920122888,0.975609756,1.632653061,,,0.727204657,,,,,0,0,,0.56,0.19,0.57,1.94,0.39,0.39,5.13,0,0.19,0,1.36,0,0,0
2025-09-18,18-Sep,4.23351378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.417582418,,,,,0.948631421,0.967741935,2.741151978,,,0.123969462,,,,,0,0,,0.72,0,,0.19,0,0.97,0.92,0,0.39,0.19,0.19,0.39,0.78,0.19
2025-09-19,19-Sep,2.915222607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.300110742,,,,,2.373634747,0.46875,7.400372663,,,0.927019001,,,,,0,0,,0.19,0.19,,,0.19,1.73,2.46,0,0,0,0.39,0,0.78,0
2025-09-20,20-Sep,2.43902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5625,,,,,3.303571429,4.878863826,3.450542636,,,2.39633643,,,,,0,0,,0.19,,,,0.39,1.93,0.96,0,0.19,0,0,0.19,0.58,0.19
2025-09-21,21-Sep,0.990338164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8125,1.270561543,3.022980336,,,1.329690364,,,,,0,0,,0,,,,0,,0,0.58,0.78,0,0,0.19,1.16,1.74
2025-09-22,22-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.901193802,3.28125,1.935483871,,,1.807459841,,,,,0,0,,0,,,,0.19,,,0.39,0.19,0.19,0,0.19,0.39,1.17
2025-09-23,23-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43625192,1.421130952,2.739203054,,,0.919952127,,,,,0,0,,0,,,,0.19,,,,0.39,0,0,0.19,0.78,
2025-09-24,24-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.864823349,6.456183206,1.44,,,0.37476922,,,,,0,0,,0.54,,,,0,,,,0.39,0,0,0.19,0,
2025-09-25,25-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,2.388632873,1.40625,,,1.454328316,,,,,0,0,,0,,,,0,,,,0.58,0.39,0,0,0.39,
2025-09-26,26-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,6.516363636,0,,,,,,,,0,0,,,,,,,,,,0.19,0.58,0,0,0.19,
2025-09-27,27-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.321176471,5.175813953,0,,,,,,,,0,0,,,,,,,,,,0,0.39,,,,
2025-09-28,28-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923870968,3.609022556,0.909090909,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-09-29,29-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.930232558,0,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-09-30,30-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.769230769,3.720930233,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-01,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.527184102,0.310077519,2.354880059,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-02,2-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.332848837,0.46875,4.101792944,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-03,3-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.341013825,1.842795802,4.6875,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-04,4-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,2.748091603,1.384780534,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-05,5-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-06,6-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353383459,,0,,,,,,,,0,0,,,,,,,,,,,,,,,
2025-10-07,7-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734316708,,0,,,,,,,,0,0,,,,,,,,,,,,,,,
